"","progression","gamma_slowing","n","K","trial_number","p_value_mmrm","drop_first_occasions","constraints","interpolation","inference","B","p_value_TCT_common","estimate","conf_int_TCT_common_lower","conf_int_TCT_common_upper","se_TCT_common","se_TCT_common_bs","conf_int_TCT_common_lower_bs","conf_int_TCT_common_upper_bs"
"1942","fast",1,1000,5,5,0.615637579503368,0,TRUE,"spline","score",0,0.33771931800194,1.06095150653389,0.942957278757303,1.1962360871446,0.0652298764318177,NA,NA,NA
"1943","fast",1,1000,5,5,0.615637579503368,0,TRUE,"spline","least-squares",0,0.272673592583819,1.06116436942604,0.95974765307598,1.17921064173009,0.0585392367177114,NA,NA,NA
"1944","fast",1,1000,5,5,0.615637579503368,0,FALSE,"spline","wald",0,0.313690811161474,1.06088643810565,0.942440480864186,1.17933239534712,0.0604327213029177,NA,NA,NA
"1945","fast",1,1000,5,5,0.615637579503368,0,FALSE,"spline","score",0,0.33771931800194,1.06095150653389,0.942957278757303,1.1962360871446,0.0652298764318177,NA,NA,NA
"1946","fast",1,1000,5,5,0.615637579503368,0,FALSE,"spline","least-squares",0,0.272673592583819,1.06116436942604,0.95974765307598,1.17921064173009,0.0585392367177114,NA,NA,NA
"1947","fast",1,1000,5,5,0.615637579503368,1,TRUE,"spline","wald",0,0.231167615589788,1.07530779666757,0.952035768379802,1.19857982495534,0.0628950476948152,NA,NA,NA
"1948","fast",1,1000,5,5,0.615637579503368,1,TRUE,"spline","least-squares",0,0.213092158724716,1.07366208193445,0.965427974315732,1.20083716697564,0.0626096304983065,NA,NA,NA
"1949","fast",1,1000,5,5,0.615637579503368,1,FALSE,"spline","wald",0,0.231167615589788,1.07530779666757,0.952035768379802,1.19857982495534,0.0628950476948152,NA,NA,NA
"1950","fast",1,1000,5,5,0.615637579503368,1,FALSE,"spline","least-squares",0,0.213092158724716,1.07366208193445,0.965427974315732,1.20083716697564,0.0626096304983065,NA,NA,NA
"1951","fast",1,1000,6,1,0.734948389686823,0,TRUE,"spline","wald",0,0.682053583894447,1.02006727719182,0.924058621266781,1.11607593311685,0.0489849082342018,NA,NA,NA
"1952","fast",1,1000,6,1,0.734948389686823,0,TRUE,"spline","score",0,0.341063145303301,1.05928847854953,0.944444178094709,1.18693513619061,0.0630586669925187,NA,NA,NA
"1953","fast",1,1000,6,1,0.734948389686823,0,TRUE,"spline","least-squares",0,0.737258534967111,1.01677426711814,0.933726228084547,1.12030089966431,0.0521801825757837,NA,NA,NA
"1954","fast",1,1000,6,1,0.734948389686823,0,FALSE,"spline","wald",0,0.682053583894447,1.02006727719182,0.924058621266781,1.11607593311685,0.0489849082342018,NA,NA,NA
"1955","fast",1,1000,6,1,0.734948389686823,0,FALSE,"spline","score",0,0.341063145303301,1.05928847854953,0.944444178094709,1.18693513619061,0.0630586669925187,NA,NA,NA
"1956","fast",1,1000,6,1,0.734948389686823,0,FALSE,"spline","least-squares",0,0.737258534967111,1.01677426711814,0.933726228084547,1.12030089966431,0.0521801825757837,NA,NA,NA
"1957","fast",1,1000,6,1,0.734948389686823,1,TRUE,"spline","wald",0,0.782530797281805,1.01463495713913,0.910715926635693,1.11855398764256,0.0530208877934162,NA,NA,NA
"1958","fast",1,1000,6,1,0.734948389686823,1,TRUE,"spline","least-squares",0,0.769463648042041,1.01514477874415,0.931901009064388,1.12371425701424,0.0538933726408265,NA,NA,NA
"1959","fast",1,1000,6,1,0.734948389686823,1,FALSE,"spline","wald",0,0.782530797281805,1.01463495713913,0.910715926635693,1.11855398764256,0.0530208877934162,NA,NA,NA
"1960","fast",1,1000,6,1,0.734948389686823,1,FALSE,"spline","least-squares",0,0.769463648042041,1.01514477874415,0.931901009064388,1.12371425701424,0.0538933726408265,NA,NA,NA
"1961","fast",1,1000,6,2,0.889327529365108,0,TRUE,"spline","wald",0,0.855264459945149,1.00774436850039,0.92453044099861,1.09095829600217,0.0424568656149599,NA,NA,NA
"1962","fast",1,1000,6,2,0.889327529365108,0,TRUE,"spline","score",0,0.756732330562423,1.01905213264025,0.903851397654434,1.14525408949007,0.0618280259374261,NA,NA,NA
"1963","fast",1,1000,6,2,0.889327529365108,0,TRUE,"spline","least-squares",0,0.812627534321998,1.01098687806262,0.926434430035398,1.10761950719885,0.0468823827201315,NA,NA,NA
"1964","fast",1,1000,6,2,0.889327529365108,0,FALSE,"spline","wald",0,0.855264459945149,1.00774436850039,0.92453044099861,1.09095829600217,0.0424568656149599,NA,NA,NA
"1965","fast",1,1000,6,2,0.889327529365108,0,FALSE,"spline","score",0,0.756732330562423,1.01905213264025,0.903851397654434,1.14525408949007,0.0618280259374261,NA,NA,NA
"1966","fast",1,1000,6,2,0.889327529365108,0,FALSE,"spline","least-squares",0,0.812627534321998,1.01098687806262,0.926434430035398,1.10761950719885,0.0468823827201315,NA,NA,NA
"1967","fast",1,1000,6,2,0.889327529365108,1,TRUE,"spline","wald",0,0.934000251542393,1.00361864893055,0.917974804759255,1.08926249310184,0.0436966417989509,NA,NA,NA
"1968","fast",1,1000,6,2,0.889327529365108,1,TRUE,"spline","least-squares",0,0.880610068025512,1.00704379374975,0.922999552722795,1.10631992671546,0.0480302447089915,NA,NA,NA
"1969","fast",1,1000,6,2,0.889327529365108,1,FALSE,"spline","wald",0,0.934000251542393,1.00361864893055,0.917974804759255,1.08926249310184,0.0436966417989509,NA,NA,NA
"1970","fast",1,1000,6,2,0.889327529365108,1,FALSE,"spline","least-squares",0,0.880610068025512,1.00704379374975,0.922999552722795,1.10631992671546,0.0480302447089915,NA,NA,NA
"1971","fast",1,1000,6,3,0.693425460322007,0,TRUE,"spline","wald",0,0.792792860106335,1.01399703399507,0.909561637233214,1.11843243075692,0.0532843448071621,NA,NA,NA
"1972","fast",1,1000,6,3,0.693425460322007,0,TRUE,"spline","score",0,0.262562041826829,1.07554967429703,0.948706182398612,1.21637349661245,0.0688030034528257,NA,NA,NA
"1973","fast",1,1000,6,3,0.693425460322007,0,TRUE,"spline","least-squares",0,0.79399434425083,1.01374451414595,0.924564261588146,1.12507198443857,0.0519088909425636,NA,NA,NA
"1974","fast",1,1000,6,3,0.693425460322007,0,FALSE,"spline","wald",0,0.792792860106335,1.01399703399507,0.909561637233214,1.11843243075692,0.0532843448071621,NA,NA,NA
"1975","fast",1,1000,6,3,0.693425460322007,0,FALSE,"spline","score",0,0.262562041826829,1.07554967429703,0.948706182398612,1.21637349661245,0.0688030034528257,NA,NA,NA
"1976","fast",1,1000,6,3,0.693425460322007,0,FALSE,"spline","least-squares",0,0.79399434425083,1.01374451414595,0.924564261588146,1.12507198443857,0.0519088909425636,NA,NA,NA
"1977","fast",1,1000,6,3,0.693425460322007,1,TRUE,"spline","wald",0,0.597973517032051,1.03042329197021,0.917344130696771,1.14350245324365,0.0576945097794623,NA,NA,NA
"1978","fast",1,1000,6,3,0.693425460322007,1,TRUE,"spline","least-squares",0,0.613162742798733,1.02808867233326,0.931885421343456,1.14963363654087,0.0543390429543875,NA,NA,NA
"1979","fast",1,1000,6,3,0.693425460322007,1,FALSE,"spline","wald",0,0.597973517032051,1.03042329197021,0.917344130696771,1.14350245324365,0.0576945097794623,NA,NA,NA
"1980","fast",1,1000,6,3,0.693425460322007,1,FALSE,"spline","least-squares",0,0.613162742798733,1.02808867233326,0.931885421343456,1.14963363654087,0.0543390429543875,NA,NA,NA
"1981","fast",1,1000,6,4,0.536558664628897,0,TRUE,"spline","wald",0,0.335722797125316,1.04634027107742,0.951991143897501,1.14068939825734,0.0481381943362905,NA,NA,NA
"1982","fast",1,1000,6,4,0.536558664628897,0,TRUE,"spline","score",0,0.698458848150572,1.02381588521121,0.913585267173244,1.14817533894785,0.0617446660061259,NA,NA,NA
"1983","fast",1,1000,6,4,0.536558664628897,0,TRUE,"spline","least-squares",0,0.297505582434934,1.04727028351833,0.971245415819138,1.13891352415153,0.0469670074670469,NA,NA,NA
"1984","fast",1,1000,6,4,0.536558664628897,0,FALSE,"spline","wald",0,0.335722797125316,1.04634027107742,0.951991143897501,1.14068939825734,0.0481381943362905,NA,NA,NA
"1985","fast",1,1000,6,4,0.536558664628897,0,FALSE,"spline","score",0,0.698458848150572,1.02381588521121,0.913585267173244,1.14817533894785,0.0617446660061259,NA,NA,NA
"1986","fast",1,1000,6,4,0.536558664628897,0,FALSE,"spline","least-squares",0,0.297505582434934,1.04727028351833,0.971245415819138,1.13891352415153,0.0469670074670469,NA,NA,NA
"1987","fast",1,1000,6,4,0.536558664628897,1,TRUE,"spline","wald",0,0.347877924702685,1.04569690733446,0.950285150132962,1.14110866453595,0.0486803624730301,NA,NA,NA
"1988","fast",1,1000,6,4,0.536558664628897,1,TRUE,"spline","least-squares",0,0.311992834752354,1.04654373231988,0.970236108421099,1.14002138790188,0.0480742284237935,NA,NA,NA
"1989","fast",1,1000,6,4,0.536558664628897,1,FALSE,"spline","wald",0,0.347877924702685,1.04569690733446,0.950285150132962,1.14110866453595,0.0486803624730301,NA,NA,NA
"1990","fast",1,1000,6,4,0.536558664628897,1,FALSE,"spline","least-squares",0,0.311992834752354,1.04654373231988,0.970236108421099,1.14002138790188,0.0480742284237935,NA,NA,NA
"1991","fast",1,1000,6,5,0.591736839476452,0,TRUE,"spline","wald",0,0.303142457161197,0.957048253299547,0.875293941951908,1.03880256464719,0.0417121498111736,NA,NA,NA
"1992","fast",1,1000,6,5,0.591736839476452,0,TRUE,"spline","score",0,0.495202375361054,0.962755618055159,0.859439943022176,1.07825480990249,0.0540312234554021,NA,NA,NA
"1993","fast",1,1000,6,5,0.591736839476452,0,TRUE,"spline","least-squares",0,0.400883730062029,0.967231839587673,0.894131015423003,1.04448278008757,0.0396370017152304,NA,NA,NA
"1994","fast",1,1000,6,5,0.591736839476452,0,FALSE,"spline","wald",0,0.303142457161197,0.957048253299547,0.875293941951908,1.03880256464719,0.0417121498111736,NA,NA,NA
"1995","fast",1,1000,6,5,0.591736839476452,0,FALSE,"spline","score",0,0.495202375361054,0.962755618055159,0.859439943022176,1.07825480990249,0.0540312234554021,NA,NA,NA
"1996","fast",1,1000,6,5,0.591736839476452,0,FALSE,"spline","least-squares",0,0.400883730062029,0.967231839587673,0.894131015423003,1.04448278008757,0.0396370017152304,NA,NA,NA
"1997","fast",1,1000,6,5,0.591736839476452,1,TRUE,"spline","wald",0,0.476899881702996,0.969004356319305,0.883596573070462,1.05441213956815,0.0435762003396637,NA,NA,NA
"1998","fast",1,1000,6,5,0.591736839476452,1,TRUE,"spline","least-squares",0,0.546934011803464,0.975186105950969,0.898761825709795,1.05956644395589,0.0417982636817373,NA,NA,NA
"1999","fast",1,1000,6,5,0.591736839476452,1,FALSE,"spline","wald",0,0.476899881702996,0.969004356319305,0.883596573070462,1.05441213956815,0.0435762003396637,NA,NA,NA
"2000","fast",1,1000,6,5,0.591736839476452,1,FALSE,"spline","least-squares",0,0.546934011803464,0.975186105950969,0.898761825709795,1.05956644395589,0.0417982636817373,NA,NA,NA
"2001","fast",0.9,50,5,1,0.18894141197869,0,TRUE,"spline","wald",0,0.0269901166042492,0.559725968611188,0.169557061785358,0.949894875437018,0.19906942673612,NA,NA,NA
"2002","fast",0.9,50,5,1,0.18894141197869,0,TRUE,"spline","score",0,0.221408635208898,0.554246560094037,-0.0540062530147906,1.50819673600295,0.344221405125078,NA,NA,NA
"2003","fast",0.9,50,5,1,0.18894141197869,0,TRUE,"spline","least-squares",0,0.262229473315648,0.457972406528625,0.194556720399767,1.21691364562029,0.181120554363221,NA,NA,NA
"2004","fast",0.9,50,5,1,0.18894141197869,0,FALSE,"spline","wald",0,0.0184483906464035,0.53948202416437,0.156455867747655,0.922508180581085,0.195425099357935,NA,NA,NA
"2005","fast",0.9,50,5,1,0.18894141197869,0,FALSE,"spline","score",0,0.123903055182728,0.487293944417581,-0.0849583555875224,1.28596715141571,0.342704510306695,NA,NA,NA
"2006","fast",0.9,50,5,1,0.18894141197869,0,FALSE,"spline","least-squares",0,0.435389763923473,0.910465532525948,0.238844733272213,1.28813588136258,0.109267522647353,NA,NA,NA
"2007","fast",0.9,50,5,1,0.18894141197869,1,TRUE,"spline","wald",0,0.124508631862941,0.675640505532216,0.261784565249772,1.08949644581466,0.211154869960309,NA,NA,NA
"2008","fast",0.9,50,5,1,0.18894141197869,1,TRUE,"spline","least-squares",0,0.246575574831434,0.883434096717042,0.249089216675222,1.1892968856809,0.0934000714944273,NA,NA,NA
"2009","fast",0.9,50,5,1,0.18894141197869,1,FALSE,"spline","wald",0,0.158872381525542,0.708654106096782,0.303346467317973,1.11396174487559,0.206793411499305,NA,NA,NA
"2010","fast",0.9,50,5,1,0.18894141197869,1,FALSE,"spline","least-squares",0,0.314468656893043,0.88385407890687,0.277579441352946,1.24129789366331,0.104984484164598,NA,NA,NA
"2011","fast",0.9,50,5,2,0.548320394555389,0,TRUE,"spline","wald",0,0.295440719584389,0.733253574914018,0.233556488047643,1.23295066178039,0.254952178105272,NA,NA,NA
"2012","fast",0.9,50,5,2,0.548320394555389,0,TRUE,"spline","score",0,0.746557686834541,0.687475512134615,0.12871585918113,2.19163598572155,0.281399254080308,NA,NA,NA
"2013","fast",0.9,50,5,2,0.548320394555389,0,TRUE,"spline","least-squares",0,0.132938152131602,0.707897145229619,0.16499523330271,1.98762271921803,0.193569903880957,NA,NA,NA
"2014","fast",0.9,50,5,2,0.548320394555389,0,FALSE,"spline","wald",0,0.295440719584389,0.733253574914018,0.233556488047643,1.23295066178039,0.254952178105272,NA,NA,NA
"2015","fast",0.9,50,5,2,0.548320394555389,0,FALSE,"spline","score",0,0.746557686834541,0.687475512134615,0.12871585918113,2.19163598572155,0.281399254080308,NA,NA,NA
"2016","fast",0.9,50,5,2,0.548320394555389,0,FALSE,"spline","least-squares",0,0.132938152131602,0.707897145229619,0.16499523330271,1.98762271921803,0.193569903880957,NA,NA,NA
"2017","fast",0.9,50,5,2,0.548320394555389,1,TRUE,"spline","wald",0,0.30517057720357,0.737856846813598,0.236796788124595,1.2389169055026,0.255647584670586,NA,NA,NA
"2018","fast",0.9,50,5,2,0.548320394555389,1,TRUE,"spline","least-squares",0,0.132423548714843,0.710112574930553,0.165208966992219,1.9867556035509,0.191565194127101,NA,NA,NA
"2019","fast",0.9,50,5,2,0.548320394555389,1,FALSE,"spline","wald",0,0.30517057720357,0.737856846813598,0.236796788124595,1.2389169055026,0.255647584670586,NA,NA,NA
"2020","fast",0.9,50,5,2,0.548320394555389,1,FALSE,"spline","least-squares",0,0.132423548714843,0.710112574930553,0.165208966992219,1.9867556035509,0.191565194127101,NA,NA,NA
"2021","fast",0.9,50,5,3,0.68114247316963,0,TRUE,"spline","wald",0,0.576672667888787,1.15978300121326,0.598801193546577,1.72076480887995,0.286220467361462,NA,NA,NA
"2022","fast",0.9,50,5,3,0.68114247316963,0,TRUE,"spline","score",0,0.576650635225055,1.16003517686292,0.550404815819511,1.94442866612532,0.275296629126885,NA,NA,NA
"2023","fast",0.9,50,5,3,0.68114247316963,0,TRUE,"spline","least-squares",0,0.265260989050602,1.18833725809017,0.901987949346631,1.94796546135055,0.138385784524607,NA,NA,NA
"2024","fast",0.9,50,5,3,0.68114247316963,0,FALSE,"spline","wald",0,0.576672667888787,1.15978300121326,0.598801193546577,1.72076480887995,0.286220467361462,NA,NA,NA
"2025","fast",0.9,50,5,3,0.68114247316963,0,FALSE,"spline","score",0,0.576650635225055,1.16003517686292,0.550404815819511,1.94442866612532,0.275296629126885,NA,NA,NA
"2026","fast",0.9,50,5,3,0.68114247316963,0,FALSE,"spline","least-squares",0,0.265260989050602,1.18833725809017,0.901987949346631,1.94796546135055,0.138385784524607,NA,NA,NA
"2027","fast",0.9,50,5,3,0.68114247316963,1,TRUE,"spline","wald",0,0.555037326293589,1.16907831059332,0.607622397940669,1.73053422324598,0.286462362105297,NA,NA,NA
"2028","fast",0.9,50,5,3,0.68114247316963,1,TRUE,"spline","least-squares",0,0.282392546371954,1.18356084292429,0.902348557924041,1.91541421480325,0.143901204040933,NA,NA,NA
"2029","fast",0.9,50,5,3,0.68114247316963,1,FALSE,"spline","wald",0,0.555037326293589,1.16907831059332,0.607622397940669,1.73053422324598,0.286462362105297,NA,NA,NA
"2030","fast",0.9,50,5,3,0.68114247316963,1,FALSE,"spline","least-squares",0,0.282392546371954,1.18356084292429,0.902348557924041,1.91541421480325,0.143901204040933,NA,NA,NA
"2031","fast",0.9,50,5,4,0.332799891700336,0,TRUE,"spline","wald",0,0.0038546094511851,0.476537901419531,0.121510107602693,0.83156569523637,0.181139957987622,NA,NA,NA
"2032","fast",0.9,50,5,4,0.332799891700336,0,TRUE,"spline","score",0,0.066950062474419,0.47663287676093,0.110822827379417,1.04728386190119,0.266459777510205,NA,NA,NA
"2033","fast",0.9,50,5,4,0.332799891700336,0,TRUE,"spline","least-squares",0,0.792733497684018,0.742340428564339,0.398603219264799,1.29179522839404,0.183615960360568,NA,NA,NA
"2034","fast",0.9,50,5,4,0.332799891700336,0,FALSE,"spline","wald",0,0.0038546094511851,0.476537901419531,0.121510107602693,0.83156569523637,0.181139957987622,NA,NA,NA
"2035","fast",0.9,50,5,4,0.332799891700336,0,FALSE,"spline","score",0,0.066950062474419,0.47663287676093,0.110822827379417,1.04728386190119,0.266459777510205,NA,NA,NA
"2036","fast",0.9,50,5,4,0.332799891700336,0,FALSE,"spline","least-squares",0,0.792733497684018,0.742340428564339,0.398603219264799,1.29179522839404,0.183615960360568,NA,NA,NA
"2037","fast",0.9,50,5,4,0.332799891700336,1,TRUE,"spline","wald",0,0.0170903997799099,0.550579237508376,0.18121310982929,0.919945365187462,0.18845556887402,NA,NA,NA
"2038","fast",0.9,50,5,4,0.332799891700336,1,TRUE,"spline","least-squares",0,0.72613682897881,0.769152366314804,0.430763247904554,1.27570578057452,0.161451705840364,NA,NA,NA
"2039","fast",0.9,50,5,4,0.332799891700336,1,FALSE,"spline","wald",0,0.0170903997799099,0.550579237508376,0.18121310982929,0.919945365187462,0.18845556887402,NA,NA,NA
"2040","fast",0.9,50,5,4,0.332799891700336,1,FALSE,"spline","least-squares",0,0.72613682897881,0.769152366314804,0.430763247904554,1.27570578057452,0.161451705840364,NA,NA,NA
"2041","fast",0.9,50,5,5,0.214420394711474,0,TRUE,"spline","wald",0,0.0303010865482667,0.665203380665302,0.362272046549824,0.968134714780779,0.154559643189855,NA,NA,NA
"2042","fast",0.9,50,5,5,0.214420394711474,0,TRUE,"spline","score",0,0.079607672680134,0.694112100316925,0.11348815450723,1.07238427472559,0.213414710866308,NA,NA,NA
"2043","fast",0.9,50,5,5,0.214420394711474,0,TRUE,"spline","least-squares",0,0.0145514646687844,0.652641393438695,0.112342882428625,0.922961930421393,0.184158818792187,NA,NA,NA
"2044","fast",0.9,50,5,5,0.214420394711474,0,FALSE,"spline","wald",0,0.0303010865482667,0.665203380665302,0.362272046549824,0.968134714780779,0.154559643189855,NA,NA,NA
"2045","fast",0.9,50,5,5,0.214420394711474,0,FALSE,"spline","score",0,0.079607672680134,0.694112100316925,0.11348815450723,1.07238427472559,0.213414710866308,NA,NA,NA
"2046","fast",0.9,50,5,5,0.214420394711474,0,FALSE,"spline","least-squares",0,0.0145514646687844,0.652641393438695,0.112342882428625,0.922961930421393,0.184158818792187,NA,NA,NA
"2047","fast",0.9,50,5,5,0.214420394711474,1,TRUE,"spline","wald",0,0.045732220675013,0.670313180442409,0.346879392772121,0.993746968112698,0.165020270893493,NA,NA,NA
"2048","fast",0.9,50,5,5,0.214420394711474,1,TRUE,"spline","least-squares",0,0.0320478123187287,0.659048659949689,0.110548594931793,0.961765303651709,0.192970917807163,NA,NA,NA
"2049","fast",0.9,50,5,5,0.214420394711474,1,FALSE,"spline","wald",0,0.045732220675013,0.670313180442409,0.346879392772121,0.993746968112698,0.165020270893493,NA,NA,NA
"2050","fast",0.9,50,5,5,0.214420394711474,1,FALSE,"spline","least-squares",0,0.0320478123187287,0.659048659949689,0.110548594931793,0.961765303651709,0.192970917807163,NA,NA,NA
"2051","fast",0.9,50,6,1,0.988541341284082,0,TRUE,"spline","wald",0,0.653798844005684,0.912788770251129,0.531664399152487,1.29391314134977,0.194454782896473,NA,NA,NA
"2052","fast",0.9,50,6,1,0.988541341284082,0,TRUE,"spline","score",0,0.840600783051443,0.926990146522973,0.310737467397058,1.86302773051671,0.353488242019363,NA,NA,NA
"2053","fast",0.9,50,6,1,0.988541341284082,0,TRUE,"spline","least-squares",0,0.892261823549963,0.97615965688774,0.611121706219903,1.54737673000544,0.228677921518944,NA,NA,NA
"2054","fast",0.9,50,6,1,0.988541341284082,0,FALSE,"spline","wald",0,0.653798844005684,0.912788770251129,0.531664399152487,1.29391314134977,0.194454782896473,NA,NA,NA
"2055","fast",0.9,50,6,1,0.988541341284082,0,FALSE,"spline","score",0,0.840600783051443,0.926990146522973,0.310737467397058,1.86302773051671,0.353488242019363,NA,NA,NA
"2056","fast",0.9,50,6,1,0.988541341284082,0,FALSE,"spline","least-squares",0,0.892261823549963,0.97615965688774,0.611121706219903,1.54737673000544,0.228677921518944,NA,NA,NA
"2057","fast",0.9,50,6,1,0.988541341284082,1,TRUE,"spline","wald",0,0.795200412513693,0.947047957694061,0.547207250308128,1.34688866507999,0.204004109534576,NA,NA,NA
"2058","fast",0.9,50,6,1,0.988541341284082,1,TRUE,"spline","least-squares",0,0.982957222644405,0.995632777724738,0.61146100564738,1.78869675434706,0.279991415030977,NA,NA,NA
"2059","fast",0.9,50,6,1,0.988541341284082,1,FALSE,"spline","wald",0,0.795200412513693,0.947047957694061,0.547207250308128,1.34688866507999,0.204004109534576,NA,NA,NA
"2060","fast",0.9,50,6,1,0.988541341284082,1,FALSE,"spline","least-squares",0,0.982957222644405,0.995632777724738,0.61146100564738,1.78869675434706,0.279991415030977,NA,NA,NA
"2061","fast",0.9,50,6,2,0.214919601760369,0,TRUE,"spline","wald",0,0.688055927681765,0.952796928004661,0.722367192867576,1.18322666314175,0.117568351742525,NA,NA,NA
"2062","fast",0.9,50,6,2,0.214919601760369,0,TRUE,"spline","score",0,0.817689859862506,0.944597905692295,0.502818688870666,1.54320097420748,0.237053960438956,NA,NA,NA
"2063","fast",0.9,50,6,2,0.214919601760369,0,TRUE,"spline","least-squares",0,1,1.08565353199811,0.428907952257819,1.31082535075978,0.153241610354212,NA,NA,NA
"2064","fast",0.9,50,6,2,0.214919601760369,0,FALSE,"spline","wald",0,0.688055927681765,0.952796928004661,0.722367192867576,1.18322666314175,0.117568351742525,NA,NA,NA
"2065","fast",0.9,50,6,2,0.214919601760369,0,FALSE,"spline","score",0,0.817689859862506,0.944597905692295,0.502818688870666,1.54320097420748,0.237053960438956,NA,NA,NA
"2066","fast",0.9,50,6,2,0.214919601760369,0,FALSE,"spline","least-squares",0,1,1.08565353199811,0.428907952257819,1.31082535075978,0.153241610354212,NA,NA,NA
"2067","fast",0.9,50,6,2,0.214919601760369,1,TRUE,"spline","wald",0,0.59021107248433,0.935882392565241,0.702528339093924,1.16923644603656,0.119060378308981,NA,NA,NA
"2068","fast",0.9,50,6,2,0.214919601760369,1,TRUE,"spline","least-squares",0,1,1.08554041709146,0.437162796144883,1.3052714702365,0.158849199847422,NA,NA,NA
"2069","fast",0.9,50,6,2,0.214919601760369,1,FALSE,"spline","wald",0,0.59021107248433,0.935882392565241,0.702528339093924,1.16923644603656,0.119060378308981,NA,NA,NA
"2070","fast",0.9,50,6,2,0.214919601760369,1,FALSE,"spline","least-squares",0,1,1.08554041709146,0.437162796144883,1.3052714702365,0.158849199847422,NA,NA,NA
"2071","fast",0.9,50,6,3,0.100242702855233,0,TRUE,"spline","wald",0,0.0319458282694363,0.805418727864125,0.627630067305936,0.983207388422313,0.0907101671053973,NA,NA,NA
"2072","fast",0.9,50,6,3,0.100242702855233,0,TRUE,"spline","score",0,0.434883154519252,1.20413308608967,0.694010445896565,2.16439244261121,0.298614550287187,NA,NA,NA
"2073","fast",0.9,50,6,3,0.100242702855233,0,TRUE,"spline","least-squares",0,0.0619275202418486,0.617509399638635,0.416881581580002,1.07381637648088,0.0900137044368125,NA,NA,NA
"2074","fast",0.9,50,6,3,0.100242702855233,0,FALSE,"spline","wald",0,0.0319458282694363,0.805418727864125,0.627630067305936,0.983207388422313,0.0907101671053973,NA,NA,NA
"2075","fast",0.9,50,6,3,0.100242702855233,0,FALSE,"spline","score",0,0.434883154519252,1.20413308608967,0.694010445896565,2.16439244261121,0.298614550287187,NA,NA,NA
"2076","fast",0.9,50,6,3,0.100242702855233,0,FALSE,"spline","least-squares",0,0.0619275202418486,0.617509399638635,0.416881581580002,1.07381637648088,0.0900137044368125,NA,NA,NA
"2077","fast",0.9,50,6,3,0.100242702855233,1,TRUE,"spline","wald",0,0.0140928563427767,0.743495919047109,0.538704987775051,0.948286850319166,0.104487088991136,NA,NA,NA
"2078","fast",0.9,50,6,3,0.100242702855233,1,TRUE,"spline","least-squares",0,0.0717385003092103,0.617675082468138,0.416559469783282,2.67375924285433,0.0910263113319991,NA,NA,NA
"2079","fast",0.9,50,6,3,0.100242702855233,1,FALSE,"spline","wald",0,0.0140928563427767,0.743495919047109,0.538704987775051,0.948286850319166,0.104487088991136,NA,NA,NA
"2080","fast",0.9,50,6,3,0.100242702855233,1,FALSE,"spline","least-squares",0,0.0717385003092103,0.617675082468138,0.416559469783282,2.67375924285433,0.0910263113319991,NA,NA,NA
"2081","fast",0.9,50,6,4,0.0371449400176642,0,TRUE,"spline","wald",0,1.14150466856699e-10,0.611042421127895,0.492793159351189,0.7292916829046,0.0603323646298814,NA,NA,NA
"2082","fast",0.9,50,6,4,0.0371449400176642,0,TRUE,"spline","score",0,0.0251362903447288,0.623094079813654,0.330534108248444,0.94542772231886,0.134504768108856,NA,NA,NA
"2083","fast",0.9,50,6,4,0.0371449400176642,0,TRUE,"spline","least-squares",0,0.000282880833965572,0.61225459925043,0.38097404476798,0.789525229112502,0.0623119438960262,NA,NA,NA
"2084","fast",0.9,50,6,4,0.0371449400176642,0,FALSE,"spline","wald",0,1.14150466856699e-10,0.611042421127895,0.492793159351189,0.7292916829046,0.0603323646298814,NA,NA,NA
"2085","fast",0.9,50,6,4,0.0371449400176642,0,FALSE,"spline","score",0,0.0251362903447288,0.623094079813654,0.330534108248444,0.94542772231886,0.134504768108856,NA,NA,NA
"2086","fast",0.9,50,6,4,0.0371449400176642,0,FALSE,"spline","least-squares",0,0.000282880833965572,0.61225459925043,0.38097404476798,0.789525229112502,0.0623119438960262,NA,NA,NA
"2087","fast",0.9,50,6,4,0.0371449400176642,1,TRUE,"spline","wald",0,3.07829761680978e-10,0.61669630604956,0.497349632379077,0.736042979720043,0.0608922789458758,NA,NA,NA
"2088","fast",0.9,50,6,4,0.0371449400176642,1,TRUE,"spline","least-squares",0,0.000929400387515857,0.616976724220031,0.400724372818861,0.820106848783651,0.0630227663650339,NA,NA,NA
"2089","fast",0.9,50,6,4,0.0371449400176642,1,FALSE,"spline","wald",0,3.07829761680978e-10,0.61669630604956,0.497349632379077,0.736042979720043,0.0608922789458758,NA,NA,NA
"2090","fast",0.9,50,6,4,0.0371449400176642,1,FALSE,"spline","least-squares",0,0.000929400387515857,0.616976724220031,0.400724372818861,0.820106848783651,0.0630227663650339,NA,NA,NA
"2091","fast",0.9,50,6,5,0.224901332339169,0,TRUE,"spline","wald",0,8.36921776325994e-09,0.51299138423035,0.347300625090917,0.678682143369782,0.0845376550009999,NA,NA,NA
"2092","fast",0.9,50,6,5,0.224901332339169,0,TRUE,"spline","score",0,0.0514561544914875,0.529632380089416,0.135277376752792,1.00306771353155,0.189863046880168,NA,NA,NA
"2093","fast",0.9,50,6,5,0.224901332339169,0,TRUE,"spline","least-squares",0,0.0428339213181659,0.582892184544234,0.357099280945568,0.983541619227752,0.0997472322140222,NA,NA,NA
